Date : 2026-08-24 22:07:14
Directory : c:\Users\dryde\Documents\Mobile-Apps\my-expo-app
Total : 194 files,  8452 codes, 442 comments, 839 blanks, all 9733 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| app\(main)\settings                                                                                         |         14 |        858 |         12 |         90 |        960 |
| app\auth                                                                                                    |          3 |         58 |          4 |         10 |         72 |
| app\components                                                                                              |         71 |      4,876 |        280 |        524 |      5,680 |
| app\contexts                                                                                                |          6 |        708 |        110 |        108 |        926 |
| app\hooks                                                                                                   |         62 |         67 |         17 |         76 |        160 |
| app\lib                                                                                                     |          6 |        102 |          4 |          6 |        112 |
+-------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| filename                                                                                                    | language       | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app.config.js                                              | JavaScript     |         23 |          0 |          0 |         23 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\_layout.jsx                                     | JavaScript JSX |        -20 |         -7 |         -9 |        -36 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\competitions\[instanceId]\[fixtureId]\index.jsx | JavaScript JSX |         10 |          0 |          2 |         12 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\competitions\[instanceId]\index.jsx             | JavaScript JSX |         90 |         -3 |         11 |         98 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\competitions\create-blueprint\index.jsx         | JavaScript JSX |         11 |          0 |          0 |         11 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\competitions\create-blueprint\requirements.jsx  | JavaScript JSX |        120 |          0 |          0 |        120 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\competitions\index.jsx                          | JavaScript JSX |         39 |          0 |          0 |         39 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\competitions\initiate-competition\index.jsx     | JavaScript JSX |        120 |          8 |          9 |        137 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\competitions\team-management.jsx                | JavaScript JSX |        151 |          0 |          7 |        158 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\home\[fixtureId]\index.jsx                      | JavaScript JSX |         12 |          0 |          3 |         15 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\home\[fixtureId]\submit-results.jsx             | JavaScript JSX |        -10 |         14 |        -12 |         -8 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\home\_layout.jsx                                | JavaScript JSX |          8 |          0 |          1 |          9 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\home\help\index.jsx                             | JavaScript JSX |        204 |          1 |          3 |        208 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\home\index.jsx                                  | JavaScript JSX |         57 |          0 |         -2 |         55 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\home\paywall.jsx                                | JavaScript JSX |         29 |          0 |          3 |         32 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\home\transfers\_layout.jsx                      | JavaScript JSX |          9 |          0 |          3 |         12 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\home\transfers\index.jsx                        | JavaScript JSX |          5 |          0 |          3 |          8 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\my-leagues\index.jsx                            | JavaScript JSX |          2 |          0 |          0 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\onboarding\_layout.jsx                          | JavaScript JSX |         -5 |          0 |          0 |         -5 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\onboarding\explore\_layout.jsx                  | JavaScript JSX |        -12 |          0 |         -4 |        -16 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\onboarding\explore\index.jsx                    | JavaScript JSX |       -256 |         -4 |        -17 |       -277 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\profile\badges.jsx                              | JavaScript JSX |         39 |          0 |          3 |         42 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\profile\index.jsx                               | JavaScript JSX |         55 |          0 |         -1 |         54 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\profile\leaderboard.jsx                         | JavaScript JSX |        133 |          7 |         15 |        155 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\rankings\index.jsx                              | JavaScript JSX |         37 |          0 |          3 |         40 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\rankings\podium\index.jsx                       | JavaScript JSX |         95 |          2 |          6 |        103 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\role-select.jsx                                 | JavaScript JSX |          2 |          0 |          0 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\Account.jsx                            | JavaScript JSX |       -286 |         -8 |        -32 |       -326 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\FixtureAndScheduling.jsx               | JavaScript JSX |        -69 |          0 |         -5 |        -74 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\LeagueConfig.jsx                       | JavaScript JSX |        151 |          0 |         26 |        177 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\ManageAddress.jsx                      | JavaScript JSX |        159 |          0 |         18 |        177 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\MatchDays.jsx                          | JavaScript JSX |       -119 |          0 |        -15 |       -134 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\MatchFrequency.jsx                     | JavaScript JSX |        -43 |          0 |         -4 |        -47 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\MatchTimes.jsx                         | JavaScript JSX |       -108 |          0 |        -15 |       -123 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\SignInAndSecurity.jsx                  | JavaScript JSX |        678 |         17 |         75 |        770 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\Subscriptions.jsx                      | JavaScript JSX |        178 |          1 |         24 |        203 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\TeamCoverImage.jsx                     | JavaScript JSX |         24 |          0 |          1 |         25 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\TeamCrest.jsx                          | JavaScript JSX |          6 |          0 |          2 |          8 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\TeamDetails.jsx                        | JavaScript JSX |         47 |         -1 |          4 |         50 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\TeamManagement.jsx                     | JavaScript JSX |         16 |          0 |          1 |         17 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\(main)\settings\index.jsx                              | JavaScript JSX |        224 |          3 |         10 |        237 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\_layout.jsx                                            | JavaScript JSX |         21 |         -1 |          0 |         20 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\auth\_layout.jsx                                       | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\auth\login.jsx                                         | JavaScript JSX |          7 |         -1 |         -1 |          5 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\auth\signup.jsx                                        | JavaScript JSX |         50 |          5 |         11 |         66 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\AbbreviationEditor.jsx                      | JavaScript JSX |         20 |          0 |          0 |         20 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\AppleSignInButton.jsx                       | JavaScript JSX |         61 |          5 |         14 |         80 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\AwaitingResultCard.jsx                      | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\BadgeList.jsx                               | JavaScript JSX |          0 |          0 |          1 |          1 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\BadgeTierScrollView.jsx                     | JavaScript JSX |         29 |          0 |         15 |         44 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\BadgeUnlockModal.jsx                        | JavaScript JSX |        297 |         39 |         20 |        356 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\BasicPaywall.jsx                            | JavaScript JSX |         60 |         16 |         25 |        101 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\BottomSheetModal.jsx                        | JavaScript JSX |          3 |          2 |          3 |          8 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\BottomSheetWrapper.jsx                      | JavaScript JSX |          4 |          0 |          0 |          4 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\BrandHeader.jsx                             | JavaScript JSX |         25 |          0 |          0 |         25 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CTAButton.jsx                               | JavaScript JSX |          7 |          0 |          0 |          7 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CachedImage.jsx                             | JavaScript JSX |          3 |          0 |          1 |          4 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\ChildTeamCard.jsx                           | JavaScript JSX |        316 |         11 |         19 |        346 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\ChipSelector.jsx                            | JavaScript JSX |         50 |         45 |          6 |        101 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CompareEntityStats.jsx                      | JavaScript JSX |         56 |         -1 |          3 |         58 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CompareTeamStats.jsx                        | JavaScript JSX |       -316 |         -4 |        -21 |       -341 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CompareTeamStatsRows.jsx                    | JavaScript JSX |        270 |          1 |          9 |        280 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CompetitionInstanceCard.jsx                 | JavaScript JSX |        149 |          4 |         15 |        168 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CompetitionRules.jsx                        | JavaScript JSX |         22 |          0 |         -1 |         21 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CrestEditor.jsx                             | JavaScript JSX |         32 |          0 |         -1 |         31 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CustomDropdown.jsx                          | JavaScript JSX |         53 |          9 |          8 |         70 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\CustomTextInput.jsx                         | JavaScript JSX |          6 |          0 |          0 |          6 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\DivisionsList.jsx                           | JavaScript JSX |         18 |          1 |          2 |         21 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\DonutChart.jsx                              | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\EditableSettingsItem.jsx                    | JavaScript JSX |         -5 |          0 |         -1 |         -6 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\EntityStats.jsx                             | JavaScript JSX |         82 |          0 |         -3 |         79 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\Explore.jsx                                 | JavaScript JSX |        401 |         10 |         35 |        446 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\FixtureManagement.jsx                       | JavaScript JSX |        153 |          0 |          9 |        162 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\FixturePage.jsx                             | JavaScript JSX |         -5 |          2 |          2 |         -1 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\FixturesAccordion.jsx                       | JavaScript JSX |         47 |          0 |          4 |         51 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\FixturesHomeCard.jsx                        | JavaScript JSX |         -2 |          0 |          0 |         -2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\ForfeitRequestModal.jsx                     | JavaScript JSX |         52 |          4 |          8 |         64 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\HeadToHead.jsx                              | JavaScript JSX |          6 |          0 |          0 |          6 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\HomeScreenCardLarge.jsx                     | JavaScript JSX |         36 |          0 |          4 |         40 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\ImageUploader.jsx                           | JavaScript JSX |          9 |          0 |          1 |         10 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\KnockoutBracket.jsx                         | JavaScript JSX |        126 |          4 |         10 |        140 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\LeaderboardRow.jsx                          | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\LeagueHomeCard.jsx                          | JavaScript JSX |          2 |          0 |          0 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\LeagueTableWrapper.jsx                      | JavaScript JSX |         13 |          0 |          0 |         13 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\LivePulseCard.jsx                           | JavaScript JSX |         -3 |          0 |          0 |         -3 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\ManageCompTeam.jsx                          | JavaScript JSX |        546 |         16 |         42 |        604 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\MenuContainer.jsx                           | JavaScript JSX |          2 |          0 |          0 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\MyTeamCard.jsx                              | JavaScript JSX |          8 |          0 |          0 |          8 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\PersonalDetailsComponent.jsx                | JavaScript JSX |        223 |          7 |         33 |        263 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\PlayerFrameList.jsx                         | JavaScript JSX |        101 |          0 |         11 |        112 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\PlayerLeaderboard.jsx                       | JavaScript JSX |         97 |          6 |         14 |        117 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\PlayerProfile.jsx                           | JavaScript JSX |          2 |          0 |          5 |          7 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\PlayerProfileHeader.jsx                     | JavaScript JSX |        163 |         13 |         27 |        203 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\PlayerStatSelector.jsx                      | JavaScript JSX |        111 |          0 |          7 |        118 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\PlayerStatsPage.jsx                         | JavaScript JSX |          2 |          0 |          0 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\ProGate.jsx                                 | JavaScript JSX |        110 |          5 |         15 |        130 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\ResultsList.jsx                             | JavaScript JSX |         37 |         -1 |          6 |         42 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\SearchResultsOverlay.jsx                    | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\SeasonStats.jsx                             | JavaScript JSX |          2 |          0 |          1 |          3 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\SettingsItem.jsx                            | JavaScript JSX |         35 |          0 |          1 |         36 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\SevenSegmentScoreboard.jsx                  | JavaScript JSX |        120 |          5 |         16 |        141 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\Skeletons.jsx                               | JavaScript JSX |          7 |          0 |          1 |          8 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\SpinningSun.jsx                             | JavaScript JSX |        135 |          3 |         25 |        163 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\StatCard.jsx                                | JavaScript JSX |          3 |          0 |          0 |          3 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\SwitchSettingsItem.jsx                      | JavaScript JSX |         12 |          0 |          3 |         15 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TeamInviteCard.jsx                          | JavaScript JSX |         45 |          4 |          4 |         53 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TeamInviteCard2.jsx                         | JavaScript JSX |        233 |          9 |         16 |        258 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TeamProfile.jsx                             | JavaScript JSX |        -17 |          0 |          1 |        -16 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TeamProfileHeader.jsx                       | JavaScript JSX |        171 |         10 |         26 |        207 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TicketCard.jsx                              | JavaScript JSX |        202 |          9 |         19 |        230 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TicketCarousel.jsx                          | JavaScript JSX |        104 |          7 |         14 |        125 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TicketTapeBanner.jsx                        | JavaScript JSX |        111 |         11 |         11 |        133 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TrophyCabinet.jsx                           | JavaScript JSX |        -46 |         -3 |          1 |        -48 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TrophyCabinetPlaque.jsx                     | JavaScript JSX |         76 |         15 |          8 |         99 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\TrophyModaContent.jsx                       | JavaScript JSX |        191 |         16 |         28 |        235 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\components\svgs.jsx                                    | JavaScript JSX |          9 |          0 |          1 |         10 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\contexts\AdminContext.jsx                              | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\contexts\AppRealtimeProvider.jsx                       | JavaScript JSX |         57 |         -3 |         -6 |         48 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\contexts\BadgeUnlockProvider.jsx                       | JavaScript JSX |         26 |          5 |          7 |         38 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\contexts\NotificationsPanelProvider.jsx                | JavaScript JSX |        305 |         28 |         49 |        382 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\contexts\RevenueCatProvider.jsx                        | JavaScript JSX |        301 |         80 |         54 |        435 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\contexts\UserProvider.jsx                              | JavaScript JSX |         18 |          0 |          3 |         21 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useAcceptTeamInvite.jsx                          | JavaScript JSX |         21 |          0 |          6 |         27 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useActiveFrame.jsx                               | JavaScript JSX |         77 |          2 |          7 |         86 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useActiveSubscription.jsx                        | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useAddresses.jsx                                 | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useAdminsByDistrict.jsx                          | JavaScript JSX |         19 |          0 |          5 |         24 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useAmendedFixtures.jsx                           | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useAuth.jsx                                      | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useAuthUserProfile2.jsx                          | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useChildTeamInvites.jsx                          | JavaScript JSX |         20 |          0 |          5 |         25 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useChildTeams.jsx                                | JavaScript JSX |         20 |          0 |          4 |         24 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useCompetition.jsx                               | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useCompetitionInstanceDetails.jsx                | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useCompetitionInstances.jsx                      | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useCompetitions.jsx                              | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useCreateChildTeam.jsx                           | JavaScript JSX |         16 |          0 |          3 |         19 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useDeclineTeamInvite.jsx                         | JavaScript JSX |         21 |          0 |          6 |         27 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useDisputedFixtures.jsx                          | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useDistricts.jsx                                 | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useDivisions.jsx                                 | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useFixtureDetails.jsx                            | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useFixturesAwaitingResults.jsx                   | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useGlobalRank.jsx                                | JavaScript JSX |         22 |          0 |          4 |         26 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useGroupedFixtures.jsx                           | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useGroupedResults.jsx                            | JavaScript JSX |          2 |          0 |          2 |          4 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useHeadToHeadStats.jsx                           | JavaScript JSX |         13 |          0 |          7 |         20 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useIAPHook.jsx                                   | JavaScript JSX |       -420 |        -26 |        -66 |       -512 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useJoinDivisionRequests.jsx                      | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useJoinTeamRequests.jsx                          | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useKnockoutBracket.jsx                           | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useLast5Results.jsx                              | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useLeaveChildTeam.jsx                            | JavaScript JSX |         20 |          0 |          6 |         26 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useLogChanges.jsx                                | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useNotifications.jsx                             | JavaScript JSX |         20 |          0 |          4 |         24 |
| c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\usePlayerAwards.jsx                              | JavaScript JSX |         -2 |          0 |          1 |         -1 |
